PGN
e4 g6 d4 Bg7 c3 d6 Qf3 Nf6 h3 O-O Bg5 Nbd7 Bc4 a6 h4 b5 Bd5 Nxd5 exd5 Bb7 h5 Nf6 h6 Bh8 Bxf6 Bxf6 Nd2 Qd7 Qh3 Qxh3 Rxh3 Bxd5 g4 Be6 Rg3 Bh4 Rg2 f5 Ngf3 Bf6 g5 Bh8 Nh4 c5 Rh2 cxd4 cxd4 Bxd4 Nxg6 hxg6 h7+ Kh8 Nf3 Bxb2 Rb1 Bc3+ Kf1 Rf7 Nh4 Rg7 Nf3 Rxh7 Rxh7+ Kxh7 Rc1 b4 Ke2 Bxa2 Nd2 Kg7 Nf3 e5 Nh4 a5 Rd1 Bc4+ Ke3 d5 Nf3 a4 Nd2 Bxd2+ 0-1
d4 Nf6 c4 g6 a3 Bg7 Nf3 O-O Nc3 a5 Bf4 d6 e3 Nbd7 Be2 Nh5 Bg3 Nxg3 fxg3 Nf6 O-O Ng4 Qd2 e5 dxe5 Nxe5 Nxe5 Bxe5 Rf2 Be6 b3 Qg5 Raf1 f5 Bf3 c6 Ne2 Rfe8 Nf4 Bf7 b4 axb4 Qxb4 Qe7 Qb3 Ra6 g4 Rea8 gxf5 Rxa3 Qc2 Rc3 Qd1 g5 Nd5 cxd5 Bxd5 Rxe3 Bxf7+ Qxf7 f6 Ra1 Qd5 Rxf1+ Rxf1 Qxd5 cxd5 Kf7 Kf2 Rb3 Ke2 Bxh2 0-1
e4 c5 Qf3 e5 Bc4 Nf6 Nh3 h6 g4 g5 Ng1 a6 h4 Bg7 hxg5 hxg5 Rxh8+ Bxh8 Nh3 b5 Bd5 Ra7 Nxg5 Nxd5 Qxf7# 1-0
e4 e5 Nf3 d6 Nc3 f5 exf5 Bxf5 d3 Nf6 h3 Be7 Be3 Nc6 a3 d5 Bd2 d4 g4 dxc3 Bxc3 Be6 Nxe5 Nxe5 Bxe5 O-O Qe2 Qd5 Bxc7 Bc5 f3 Rae8 O-O-O Qa2 b4 0-1
f3 e5 g4 d5 Bg2 d4 c4 dxc3 Nxc3 Nc6 Qa4 Qh4+ Kd1 Qf2 Bh3 Bd7 Nd5 O-O-O d3 Nd4 Be3 Bxa4+ b3 Bxb3+ axb3 Qh4 f4 Rxd5 fxe5 Bb4 Rxa7 Qe1# 0-1
e4 e5 Nf3 Nf6 d3 Bc5 Be2 Nc6 c3 d5 O-O O-O exd5 Nxd5 d4 exd4 cxd4 Bb6 Qd3 Ndb4 Qc3 Bxd4 Nxd4 Qxd4 Qxd4 Nxd4 Bd1 Ndc2 Bxc2 Nxc2 Nc3 Nxa1 Bf4 Nc2 Rc1 Nb4 Bxc7 Be6 Bd6 Nd3 Rc2 Rfe8 Nb5 Rec8 Rd2 Rc1+ 0-1
d4 e5 e3 e4 f4 d5 c3 Nf6 Nd2 Bg4 Be2 h5 h3 Bxe2 Nxe2 Be7 O-O Nc6 Qb3 b6 Qb5 Qd7 c4 O-O cxd5 Nxd5 Nc4 Nxe3 Bxe3 a6 Qb3 Na5 Nxa5 bxa5 Qc2 Rab8 b3 Rfc8 Qxe4 Bb4 1-0
e4 e5 f4 exf4 Nf3 Nc6 d4 Bb4+ c3 Be7 Bxf4 d6 d5 Ne5 Qd4 Nxf3+ gxf3 Bh4+ Bg3 Bf6 Qd3 Bd7 Nd2 Qe7 O-O-O O-O-O Kb1 Kb8 Nc4 Bb5 Qe2 Nh6 Qg2 Rhe8 Bd3 Be5 Bxe5 dxe5 Qxg7 Ng8 Qxh7 Nf6 Qf5 Bxc4 Bxc4 Qd6 h4 Ng8 Qxf7 Rf8 Qh5 Nf6 Qg5 Rg8 Qe3 Nh5 Rh3 Nf4 Rh2 Rg2 Rdh1 Rxh2 Rxh2 Rg8 h5 Rh8 h6 Rxh6 Rxh6 Qxh6 Qg1 a6 Qg8+ Ka7 Qe8 Qh1+ Kc2 Qg2+ Kb3 Qxf3 Qxe5 Qd1+ Ka3 Nd3 Qd4+ c5 Qxd3 Qxd3 Bxd3 Kb8 d6 Kc8 e5 Kd8 e6 a5 Bf5 b6 e7+ Ke8 Bg6+ Kd7 1-0
e4 e6 Qe2 Nf6 d3 d5 e5 Nfd7 f4 Be7 Nf3 c5 g3 Nc6 Bg2 O-O O-O Nd4 Nxd4 cxd4 a3 Qb6 b4 Nb8 Kh1 Nc6 Nd2 a5 bxa5 Nxa5 g4 Bd7 f5 exf5 gxf5 Rac8 Bxd5 Rxc2 Qg4 Bc6 Bxc6 Qxc6+ Kg1 f6 Qxd4 Bc5 Nf3 Bxd4+ Nxd4 Qb6 Be3 Rcc8 Rae1 Qc7 Ne6 Qe7 Nxf8 Qxf8 e6 Rc2 Rc1 Ra2 Rf3 b6 Rg3 Nb3 Rc7 Ra1+ Kg2 Qa8+ Kh3 h6 Rgxg7+ Kf8 Rh7 Kg8 Rcg7+ Kf8 Rf7+ Kg8 Rhg7+ Kh8 Rh7+ Kg8 Rfg7+ Kf8 Rh8+ Kxg7 Rxa8 Rb1 Bf4 Ra1 Kg3 Rb1 h3 1-0
d4 Nf6 e3 g6 c3 Bg7 Nd2 d6 Ngf3 O-O Bd3 Nbd7 h3 Qe8 Qe2 e5 e4 d5 O-O exd4 e5 dxc3 bxc3 Nh5 Nb3 Nxe5 Nxe5 Qxe5 Qf3 c6 Bb2 Qd6 Rad1 Qc7 Ba1 Be6 Nc5 Rae8 Rb1 b6 Na6 Qc8 a4 c5 Bb5 Bd7 Qxd5 Nf6 Qd3 Bf5 Qc4 Bxb1 Bxe8 Bf5 Bb5 Rd8 Qf4 h5 c4 Ne4 Bxg7 Kxg7 Qe5+ Kg8 f3 Nd2 Re1 Nb3 g4 hxg4 fxg4 Be6 Nc7 Nd4 Nd5 Nf3+ Kh1 Nxe5 Rxe5 Kg7 Nf4 Qb7+ Kh2 Bc8 Kg3 a6 0-1
e4 e6 Nc3 c6 d4 d5 f3 h6 Bd3 a6 Nge2 Nf6 Ng3 b5 O-O Nbd7 exd5 cxd5 Re1 Be7 Bf4 Qb6 Nce2 Bb7 c3 Rc8 Kh1 Qc6 Qd2 Nb6 Rac1 Nc4 Bxc4 bxc4 b3 a5 bxc4 Qxc4 Qb2 Bc6 Qb1 a4 Qb6 a3 Rb1 O-O Rb3 Ba4 Rb4 Bxb4 cxb4 Qb5 Qd6 Bc2 Rc1 Bd3 Rxc8 Rxc8 Ng1 Bc4 Be5 Bxa2 Bxf6 gxf6 Qe7 Kg7 Nh5+ Kg8 Nxf6+ Kg7 Nh5+ Kg8 Qf6 Bb1 Qg7# 1-0
e4 e5 Nf3 Nc6 Bb5 Nd4 Nxe5 Nxb5 Nxf7 Kxf7 Qh5+ g6 Qxb5 Qe7 Nc3 Nf6 e5 Bg7 O-O Ng4 Qc4+ Kf8 Qxg4 d6 Qf3+ Ke8 Nd5 Qd7 Nf6+ Bxf6 Qxf6 Rf8 Qg5 b6 exd6 Qxd6 Re1+ Kd7 d3 Kc6 c4 Qd4 Qb5+ Kb7 Be3 Qxd3 Rad1 Qf5 c5 a6 c6+ Ka7 Bxb6+ cxb6 Re7+ 1-0
d4 d5 c4 Nf6 Nc3 Bf5 cxd5 e6 a3 Nxd5 Nxd5 Qxd5 Nf3 Nc6 e3 Rd8 Be2 Bd6 O-O O-O Re1 Ne7 b4 b6 Bb2 Rfe8 Rc1 Ng6 Bc4 Qe4 Kf1 Nh4 Nxh4 Qxh4 h3 e5 Qf3 g6 e4 Be6 Bxe6 Rxe6 d5 Rf6 Qe3 Rf4 g3 Qxh3+ Ke2 Qh5+ Kd3 Rf3 Qxf3 Qxf3+ Re3 Qxf2 Rce1 Qxb2 0-1
e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Nxe4 Nxe4 d5 Bb5 dxe4 Nxe5 Qd5 Nxc6 bxc6 Ba4 Bd6 O-O O-O d3 exd3 Qxd3 Be6 Qxd5 cxd5 Bc6 Rab8 b3 Be5 Rb1 Bf5 Be3 Bxc2 Rbc1 Be4 Bxa7 Ra8 Bc5 Rxa2 Bxf8 Kxf8 f3 Bd3 Rfe1 Bd4+ Kh1 Rb2 Re8# 1-0
d4 e6 Nf3 d5 Bg5 Be7 Bxe7 Nxe7 e3 O-O c4 dxc4 Bxc4 c5 Nc3 cxd4 Nxd4 e5 Nf3 Qa5 O-O Nbc6 a3 Bg4 h3 Bxf3 Qxf3 Qc7 Bd3 Ng6 Be4 Rae8 Bxc6 bxc6 Rac1 Nh4 Qe4 Qe7 Qxc6 Qg5 Ne2 Re6 Qd5 Rd8 Qe4 f5 Qb7 Re7 Qb3+ Kh8 Ng3 f4 exf4 Qxf4 Rc4 e4 Qb4 Rde8 Re1 a5 Qa4 Qg5 Rcxe4 Re5 Qxe8+ Rxe8 Rxe8# 1-0
e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Bd6 Re1 Nf6 d4 Qe7 dxe5 Bxe5 Nxe5 Qxe5 Nc3 O-O f3 Re8 Bf4 Qc5+ Be3 Qe7 Kh1 Be6 Bg5 h6 Bxf6 Qxf6 e5 Qg6 Na4 b6 Qd3 Bf5 Qc3 b5 Nc5 Bxc2 Nb7 Bf5 Qxc6 Qxc6 0-1
c4 e6 Nc3 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nge7 e3 a6 Be2 Qc7 O-O b6 b3 Bb7 Bb2 Ng6 Bf3 e5 Nxc6 Bxc6 Bxc6 Qxc6 Nd5 Bc5 Qh5 f6 Rad1 O-O a3 Rfe8 b4 Bf8 Rfe1 d6 f4 exf4 exf4 Qxc4 Nxb6 Qb3 Nxa8 Rxa8 Qd5+ Qxd5 Rxd5 Nxf4 Rd2 Rc8 g3 Ng6 Kg2 Kf7 Rd5 Rc2+ Kh3 Rxb2 Ra5 Rd2 Rxa6 d5 Ra7+ Be7 Kg4 Ne5+ Kh3 Ke6 b5 Bc5 Rc7 Bb6 Rxg7 Ra2 Rxh7 Rxa3 Rh6 Rb3 Kg2 Rxb5 h4 Rb2+ Kh3 Kf7 Rh7+ Kg6 Rb7 Bd4 Rxb2 Bxb2 g4 1-0
